Fiber ID,Group ID,Point I,Point J,Point K,Area,cy,cz
399,0.0,12,216,249,56.20733647694419,29.924900766083695,149.77259716710546
400,0.0,223,219,221,41.89727654151102,41.6976449528577,99.45002538574852
401,0.0,232,234,226,48.78147140327883,26.551668585964535,100.44391757244637
402,0.0,219,193,192,48.677296509407824,51.96242235046404,97.84636634530744
403,0.0,220,218,217,36.103047566329224,50.066503579121786,111.18863994640566
404,0.0,190,221,192,45.456898446135256,43.778366211479096,90.23613831401616
405,0.0,219,192,221,38.430561110468716,45.89919394115293,95.78697181473262
406,0.0,222,220,217,45.872792613676665,45.974797669637724,115.4390783476033
407,0.0,220,207,210,54.43094264522506,55.047172593992116,121.46385152033372
408,0.0,221,228,226,41.34394165799199,34.533086999477064,92.37229507619577
409,0.0,223,512,217,39.67597693854373,39.46634697700071,108.59393621634081
410,0.0,219,223,217,40.184341896199385,43.19450143543128,104.74203879120608
411,0.0,216,211,237,39.195229323628155,38.9475466346139,141.0820564757803
412,0.0,226,223,221,43.4597145163666,36.23339620381432,97.76734880297681
413,0.0,232,226,224,35.26814639276972,25.500212125378596,94.03816707369157
414,0.0,190,229,228,56.108294691148785,35.16989631283519,81.79454850024342
415,0.0,371,375,384,35.96595031052442,11.492284611676581,80.22706033532177
416,0.0,225,222,231,41.874845019724035,38.74616360493866,125.26851048603885
417,0.0,211,225,237,34.10225524826956,41.366121850497336,135.7501142501278
418,0.0,228,221,190,40.087722622397905,37.87650801884675,88.5041381582513
419,0.0,224,367,232,38.642405857703466,19.777688481300274,93.64927367205405
420,0.0,231,512,236,44.16914940060951,32.40671122373901,118.50810493782654
421,0.0,227,244,245,30.134058280933914,17.628357735236023,125.18368940468372
422,0.0,229,190,350,34.798453850784426,37.94477169680482,78.00907495424917
423,0.0,224,226,228,36.77007548266624,28.88419605243851,90.66447448104748
424,0.0,229,366,365,35.00864814894635,32.87204934384756,68.11409662357708
425,0.0,350,366,229,42.149752789076274,36.77198639806511,71.4830680993204
426,0.0,242,240,239,48.72059570593615,6.238967107562139,114.3561682775603
427,0.0,234,223,226,55.44679257482221,31.635961717361766,102.46527870658338
428,0.0,512,234,236,40.25436154065278,30.247841390581186,112.69317650187293
429,0.0,231,227,235,50.750227328390565,28.53648738526377,129.17133011400927
430,0.0,370,233,371,47.60954254569094,20.6819018478471,78.10576946743464
431,0.0,232,230,234,46.659799754288656,21.67466160355994,102.94076024010764
432,0.0,365,362,233,48.88572791335275,23.219845169946353,66.00483102692283
433,0.0,241,367,469,31.943923909748776,8.966852486149131,96.80920094898389
434,0.0,234,238,236,46.16494161364767,24.216156244085482,113.20702225369149
435,0.0,231,236,227,39.774872633026234,28.286603941165595,122.95139766446346
436,0.0,246,227,245,36.705164276793084,18.27545181463529,129.00290974590064
437,0.0,235,247,249,44.05969287175071,23.715842417367185,140.821456649894
438,0.0,512,231,222,44.91585630412783,36.816347887231444,119.37827535109471
439,0.0,238,234,230,52.92676166962269,20.218446993846555,108.52377124839389
440,0.0,231,237,225,40.76628595272496,37.36752314460671,131.00817132786767
441,0.0,216,237,235,38.71660133479668,33.47452879047563,139.89199751743035
442,0.0,241,239,240,38.893921666358096,5.732893280818566,108.14339231124677
443,0.0,242,238,240,44.62788632374907,12.178346190049695,114.88635307007405
444,0.0,241,240,230,31.912610994511965,11.09085623678449,105.12200001169651
445,0.0,230,240,238,42.36934906739674,14.36415564522386,109.18585548637765
446,0.0,242,239,144,59.47787813984496,3.1721535007917225,119.34577195081295
447,0.0,230,232,367,34.18954080624053,17.266002942459068,98.51865311582893
448,0.0,239,241,19,49.98899388840272,2.666079674048145,104.79966265116605
449,0.0,246,250,247,36.16051986932075,15.074718491204493,136.97887196315185
450,0.0,236,244,227,36.456479926854286,22.90562622232173,121.6983060580485
451,0.0,52,248,243,53.1820102684203,2.8363738809824177,144.37435386441803
452,0.0,235,246,247,42.262947352971196,21.61933753119763,136.8500784769344
453,0.0,238,242,244,29.38743019318963,14.810529652986112,118.78610566162843
454,0.0,245,244,242,26.44276712881151,12.949554289617701,123.40316292149754
455,0.0,144,245,242,41.29835182864804,7.250557219910853,124.49301400319564
456,0.0,144,243,250,57.392561443309546,3.0609366103098488,133.0105846415106
457,0.0,245,250,246,37.22627809707262,13.485431478535077,132.55386262007846
458,0.0,235,227,246,42.41160987816511,23.802603745819056,131.73745884881077
459,0.0,253,352,139,33.64689323120376,3.589001944661746,170.83333333333303
460,0.0,247,140,249,33.96051863308571,19.86343142115237,145.27145561805742
461,0.0,144,250,245,57.040066202784715,7.139340329428947,129.82449336055993
462,0.0,247,248,140,35.723882630853836,14.25720926685895,145.44506204999743
463,0.0,12,249,140,62.29465101857522,24.19574068936396,150.86587088926854
464,0.0,235,249,216,42.78150456501726,29.530456416386542,142.48772165573178
465,0.0,243,248,250,41.41572674612462,5.8973104912922665,139.8849385059284
466,0.0,252,251,253,60.655565717629315,6.5748261490223445,162.56089154494228
467,0.0,252,140,248,46.42566838392395,11.575342739431049,150.5170355328175
468,0.0,254,12,140,60.44516257995929,22.169209610611574,155.93563356307686
469,0.0,258,257,259,51.21672397197062,21.43230870230212,182.8388630385213
470,0.0,255,11,12,26.006643820477393,28.555186454417935,164.0
471,0.0,252,253,254,59.86762802822227,12.990891105545828,161.83140165122904
472,0.0,254,256,255,26.683396444323762,21.259266685946557,164.23942134156755
473,0.0,12,254,255,27.245819917720155,24.971251410941306,160.7705101062861
474,0.0,256,254,253,32.70766007049724,16.293082176190325,165.82275467490035
475,0.0,253,353,256,34.36873357628326,12.727622720138896,171.4966179471412
476,0.0,11,255,256,29.9549034396764,24.843201729423185,167.4689112352812
477,0.0,253,139,353,39.28478562251837,6.439607445133703,173.69437337852685
478,0.0,354,488,353,50.26925951393616,5.7769744605511235,184.55080603166516
479,0.0,257,487,259,41.47036440410511,19.355560234263635,187.79595119407804
480,0.0,138,260,133,41.67377755088137,36.61695362223669,176.30844059137235
481,0.0,301,122,130,61.50108934500622,33.02040245282513,196.71994190159958
482,0.0,259,301,260,61.481077691507835,31.23689011346937,185.6041830742074
483,0.0,11,258,260,33.07317545217484,28.291101034917965,175.1074141254953
484,0.0,259,260,258,45.67297903492545,26.815941653364888,181.25989499236127
485,0.0,262,261,56,32.73310791755239,76.1010446493502,106.49999999999994
486,0.0,183,261,74,41.98418889007871,76.06656563830279,96.66151047001404
487,0.0,202,262,56,33.79193762965133,73.71965660395404,111.61556389848488
488,0.0,194,262,75,33.33351586731624,82.7484344625583,116.9209406287755
489,0.0,263,32,264,52.85246620919861,110.42076576504587,87.0
490,0.0,401,297,400,34.509981809884266,116.26252518918761,71.05836155123689
491,0.0,79,264,23,52.85246620919952,110.4207657650453,99.99999999999943
492,0.0,264,78,355,33.333515867317146,117.25156553744182,90.92094062877436
493,0.0,79,23,265,34.46962538003754,108.53534619282391,104.33333333333303
494,0.0,23,37,265,32.5,101.66666666666674,104.33333333333348
495,0.0,266,57,267,55.33121053582272,127.86004896236045,100.41239270455844
496,0.0,264,266,78,33.333515867318056,117.25156553744114,96.07905937122462
497,0.0,311,327,168,47.9341590500826,142.67216506781597,131.4638705416134
498,0.0,478,326,479,28.30476743971576,151.46102137701928,109.614463728901
499,0.0,268,356,357,34.96612370593982,20.770639078553984,33.074883759779
500,0.0,459,361,44,26.878114864060223,1.433499459416546,43.750000000000014
501,0.0,83,59,269,52.5,78.41666666666663,34.0
502,0.0,59,91,269,44.149610391785245,76.66666666666669,26.636220160625896
503,0.0,45,270,269,52.5,69.91666666666669,34.0
504,0.0,465,60,517,29.984794216012574,46.46379503241474,46.58324054384505
505,0.0,273,185,513,42.05893299965214,68.3017093815235,63.566674522970914
506,0.0,270,272,83,30.811805098592913,74.99999999999994,44.56765042488274
507,0.0,273,272,271,40.54772002375262,72.20807886839319,54.256913968745266
508,0.0,84,83,272,39.40590254929657,78.99999999999994,48.56765042488267
509,0.0,185,273,271,59.32658884032662,67.55794719084412,58.76432668770957
510,0.0,513,347,273,60.81883733806808,75.30614880243093,66.57067961847991
511,0.0,386,389,274,33.866823951354206,87.35389478037177,5.118535001907588
512,0.0,386,385,389,33.86682395135426,87.64414308131316,10.212205642356587
513,0.0,397,378,395,36.56138892564314,48.44246892856437,19.60234592285274
514,0.0,391,393,91,36.902653648808325,67.45218692638784,18.981399070151056
515,0.0,292,47,286,53.703323189201456,197.13582276324234,42.160865992321334
516,0.0,276,288,287,42.884130021270266,183.5858378132598,30.59993349110897
517,0.0,100,278,277,28.00315296078736,150.79531604240128,17.161051319579485
518,0.0,98,280,279,61.188784968355776,157.55644539131345,3.2634018649789738
519,0.0,283,102,285,26.254533398048693,171.70175977911367,4.796367153353245
520,0.0,281,280,278,50.55734102323004,159.76197731349245,15.821018258849165
521,0.0,278,63,103,53.49238020535472,155.93044509332458,25.92439007959203
522,0.0,277,280,98,56.387859008419014,153.46298300705735,7.030470858037539
523,0.0,280,283,285,37.1074949013024,166.75820517042894,8.059769018332219
524,0.0,284,287,282,40.83768445714668,178.76639603445642,22.60863022402617
525,0.0,63,278,100,32.59650021647076,151.55544509332458,23.393982326520813
526,0.0,5,281,103,44.18890462509944,165.44175349552103,26.633226314278147
527,0.0,284,283,281,49.32121914418531,170.3457696339284,17.336577419434498
528,0.0,282,288,295,43.681263901312605,188.62288946152816,20.92036102755502
529,0.0,287,284,5,33.50339500689256,174.33489264554214,26.85294322386696
530,0.0,283,284,282,54.217666836215244,176.418852860656,16.459038105315543
531,0.0,102,279,285,23.63812140657518,168.75,1.2606998083506795
532,0.0,280,285,279,35.00179364244252,163.80644539131345,4.524101673329639
533,0.0,288,292,291,33.40231833415692,191.99668829895813,32.32554001971701
534,0.0,102,283,290,44.60059720740753,175.68483046436108,6.165008356533491
535,0.0,6,287,5,50.38745315249071,172.79930295291615,33.68525946371324
536,0.0,292,286,291,30.234254808860896,195.61480211038952,35.91086599232119
537,0.0,294,289,290,44.14680754591723,186.23983417726072,5.789244186182714
538,0.0,282,287,288,57.69121745735265,183.61269253040018,24.355620491268212
539,0.0,293,294,295,39.548012219358725,194.64959670939152,13.576569841318474
540,0.0,295,288,94,39.65023784206278,194.19138607261175,23.498007360729133
541,0.0,292,288,276,46.76548754684063,187.92235762358632,33.90887335305064
542,0.0,286,94,291,28.519137240984946,198.47897934714774,31.249999999999943
543,0.0,514,292,276,36.181614244627326,184.36414647403262,39.36261510027282
544,0.0,442,95,441,36.397538404051375,188.0696699417017,52.856687430086254
545,0.0,282,294,290,43.990683215418926,184.83800423284265,11.544931186341955
546,0.0,1,294,293,59.24818452472141,196.84009682534816,7.326569841318474
547,0.0,294,1,289,59.248184524721296,192.6734301586814,3.159903174651788
548,0.0,295,94,293,41.07187717418924,197.8094998840429,18.75
549,0.0,282,295,294,44.81616470235042,189.08110009830716,15.16559017481103
550,0.0,409,105,296,48.0,125.41666666666674,38.0
551,0.0,409,65,105,52.5,121.58333333333348,34.0
552,0.0,400,297,399,34.79229123199275,110.65394980331968,68.48516365942805
553,0.0,263,401,400,32.001728833272864,116.68676027090112,75.89169488457014
554,0.0,297,401,408,25.621337854442572,119.21890360193754,68.75395670346614
555,0.0,405,403,402,42.91854459824981,131.40850511009342,66.72607248986769
556,0.0,51,50,208,48.0,66.33333333333337,162.0
557,0.0,299,208,50,52.5,69.91666666666674,166.00000000000023
558,0.0,38,8,300,40.0,101.66666666666652,152.66666666666652
559,0.0,141,72,166,48.0,117.16666666666663,161.9999999999999
560,0.0,260,301,133,41.245425916749355,35.887356075061916,183.0283824929718
561,0.0,122,301,259,63.896252174311485,29.04524307127228,192.87242276846592
562,0.0,70,302,142,52.5,147.41666666666674,166.00000000000023
563,0.0,71,163,302,38.690200899793126,148.66666666666652,154.7758165916839
564,0.0,143,417,153,52.85580509529427,142.50276737529157,197.1810237282516
565,0.0,152,150,303,32.99735129358851,166.6666666666647,196.48028252868153
566,0.0,304,475,412,42.92980020380128,186.0967134953953,182.8378028035536
567,0.0,157,305,10,32.189387358355816,173.1635356492343,170.3842748113741
568,0.0,422,414,415,53.54164106932876,194.97635870552617,164.6061093900288
569,0.0,317,310,315,32.16999485060296,166.24608380579366,145.7117634385031
570,0.0,158,325,305,33.82540819870883,179.99410200437762,163.0046738598487
571,0.0,166,72,307,25.815218550373174,117.17805674981764,155.8487317874674
572,0.0,300,307,174,44.736899835383156,113.028913763834,148.61097062534373
573,0.0,8,21,308,52.5,104.58333333333337,166.00000000000023
574,0.0,21,146,308,45.51935551816496,105.83333333333348,173.46814137281262
575,0.0,309,153,417,38.35154595340282,136.25276737528816,194.01190964033867
576,0.0,419,309,73,56.750404303482355,125.76305487706327,186.84386614667847
577,0.0,315,9,316,42.3523410188991,170.9570072280635,152.70710661490193
578,0.0,316,317,315,37.26116793475012,171.20309103385853,147.79950445728764
579,0.0,163,312,311,44.19691418959337,147.29918593968046,142.34973212256955
580,0.0,310,324,312,48.476461415879385,157.19010477390293,138.7419171644309
581,0.0,313,163,71,42.52174647440188,151.87395730559797,151.88598928438523
582,0.0,317,322,310,31.148514579010225,166.3795855294079,140.8815974458198
583,0.0,310,312,313,35.80739532161351,156.70869553080593,144.5497588455578
584,0.0,163,313,312,38.128971341582655,151.37536219747108,146.24599837316055
585,0.0,313,71,314,34.677927687595,157.20729063893043,155.11017269269996
586,0.0,71,154,314,48.0,159.08333333333326,162.00000000000023
587,0.0,305,325,9,31.774071247642496,175.26058816782816,159.60955519516875
588,0.0,313,315,310,35.72088955337858,161.2072906389285,147.7295382888151
589,0.0,426,428,57,30.12356891970194,132.90736212509375,108.86846549571811
590,0.0,316,319,317,31.148514579010225,175.49745840599758,144.7217688098545
591,0.0,420,306,421,26.953259939782583,188.32338762384074,150.29276935094504
592,0.0,316,420,319,32.04453879560788,180.44800010024528,145.69147049005687
593,0.0,335,337,332,31.01421001637391,189.87474759598,121.46187454445402
594,0.0,320,323,329,40.717862707020686,172.11289561585772,127.41511827701379
595,0.0,55,328,423,24.54726769701847,198.69081238949366,143.75000000000045
596,0.0,323,322,317,41.47840954645835,170.8772104797099,137.13138719127346
597,0.0,329,323,334,33.91394229722937,177.400520794954,127.8475432646149
598,0.0,426,171,425,24.137896151294626,133.46340091442403,118.13890568801958
599,0.0,342,338,17,43.867659491903396,194.16279825228338,100.87460742855015
600,0.0,329,318,333,52.06726734854965,173.13681220163107,116.6233957341907
601,0.0,323,317,319,41.47840954645835,175.0380761282354,138.88381753652402
602,0.0,322,320,324,39.10210672285939,163.3013045449926,131.934437946495
603,0.0,420,423,424,50.04517068205496,190.56885421693732,141.84635484207593
604,0.0,320,322,323,37.93633786183091,169.44356294659406,131.96147374444877
605,0.0,330,324,320,42.813865654003166,160.62595758269,127.28872552084358
606,0.0,312,324,327,52.57461550863809,152.3436383327719,133.71974273482078
607,0.0,306,316,325,29.869222500612523,180.95375415010858,153.56500662776762
608,0.0,9,325,316,35.62890334322765,175.4010977545895,154.7768732780305
609,0.0,330,327,324,49.10320329379829,154.30038820221716,127.42364375975308
610,0.0,341,318,340,48.673817244694874,181.71643271051744,108.59273111666494
611,0.0,425,171,170,41.82658540031389,131.82889079760025,123.96035828555068
612,0.0,420,316,306,37.422553534988765,183.03962245695175,150.01755095518274
613,0.0,329,332,318,46.47513788918695,179.36536526034843,119.52641970784248
614,0.0,323,319,334,36.943193743743905,178.89205377422422,134.14632907730652
615,0.0,333,330,320,57.62140652587732,163.78885715622027,121.17160438561018
616,0.0,333,320,329,56.33256942427579,169.13353678777457,121.27096134381793
617,0.0,330,326,429,35.35507685250377,154.110247301571,118.48877055913727
618,0.0,327,429,331,34.71090300191463,146.28522518704744,121.6437072255394
619,0.0,57,428,267,49.8847022061118,132.53841680323876,102.05890216861235
620,0.0,335,332,334,28.67758358265928,186.60442065162124,125.61248694500318
621,0.0,337,335,321,34.409075989649864,194.79459508170453,122.37364069446153
622,0.0,341,340,338,46.79612419476143,186.1423769719209,106.06781233072955
623,0.0,330,333,483,41.4017309050123,161.83765468470665,115.16150218157782
624,0.0,319,420,424,46.18148826799552,184.8390758662481,141.0584077266808
625,0.0,329,334,332,36.49786164475336,180.6497150255882,124.606410305071
626,0.0,335,334,424,46.37172659868338,188.20568446474908,130.0585084145
627,0.0,338,337,336,41.66976121035259,194.61204434407483,111.78763031594616
628,0.0,338,336,17,51.71895097610832,197.2416559479425,106.25000000000068
629,0.0,321,336,337,49.30521757248425,197.3703883961324,118.03763031594542
630,0.0,332,337,340,34.29308634211702,187.78621151323296,116.84310907896088
631,0.0,343,339,342,63.103193639011806,191.84879499999306,90.77649102537407
632,0.0,332,340,318,39.28349101947242,183.23153480363408,115.91373088228272
633,0.0,440,437,99,49.87438055756684,193.89459680418133,74.64168949266028
634,0.0,450,453,447,41.29053079191726,162.23273401385723,62.02232699001877
635,0.0,337,338,340,30.670345225602432,189.9477149469006,111.50487522897083
636,0.0,338,342,341,51.60644847603544,187.72784867343807,100.97517484625557
637,0.0,430,341,433,39.08981808047611,175.1588913595483,100.92885984170539
638,0.0,318,341,430,47.90399407185578,177.27305298542728,106.68120436391928
639,0.0,343,99,437,57.628312541339255,196.92648999779476,80.80159959920292
640,0.0,341,342,339,51.60644847603271,185.41384542114747,95.04372510974645
641,0.0,24,344,29,51.719756949529256,107.65229522818072,117.69343637798602
642,0.0,342,17,343,57.728581793562626,196.92114230434345,94.62460742855069
643,0.0,175,344,173,31.886835805556984,118.59213116618184,115.6177792707324
644,0.0,40,32,345,32.5,101.66666666666674,82.66666666666674
645,0.0,32,263,345,34.46962538003754,108.53534619282414,82.66666666666629
646,0.0,273,346,84,35.93637184730051,81.87467903757351,57.66620686417724
647,0.0,42,346,35,28.000797969839823,92.66660016918036,55.66686615912687
648,0.0,273,347,179,53.37224790120763,81.22693168732567,66.07840894440596
649,0.0,177,347,180,48.120703506098835,80.56553158441021,77.08384410505279
650,0.0,183,193,348,27.399437425121505,64.6813218978059,99.11413220975146
651,0.0,212,348,193,35.36633409234173,62.18532377768855,104.24977519159057
652,0.0,12,349,457,29.016286190621486,36.04573367779142,155.655249600758
653,0.0,11,349,12,49.5,32.74999999999996,161.99999999999994
654,0.0,191,350,190,31.82724729899428,43.2027124295405,80.14494813816691
655,0.0,366,350,188,35.20449373926499,40.85665719592632,69.67700511933126
656,0.0,366,368,351,53.80217279072667,38.78825980610829,59.2734662025441
657,0.0,360,15,358,36.23574939373634,25.701051111711223,45.1437674504778
658,0.0,3,458,496,25.809531960969707,6.250000000000014,198.62349162874762
659,0.0,253,251,352,33.64689323120376,3.5890019446617316,166.66666666666697
660,0.0,256,353,257,59.541492163609064,14.279968199944776,176.22401296570968
661,0.0,267,355,78,55.848093843555034,124.93581496280012,90.92094062877402
662,0.0,353,139,354,53.44885313384941,2.850605500471964,179.94437337852696
663,0.0,401,355,77,37.452558457986925,123.8989553506496,79.99413852058319
664,0.0,357,356,4,34.96612370593988,25.175287750328806,31.074883759778984
665,0.0,358,356,268,28.410078694264655,20.77063907855398,38.376665577043404
666,0.0,497,499,467,37.005208103155255,15.901982186309365,8.214301801555461
667,0.0,466,363,377,35.24270132321578,10.612553140729233,22.43742045519031
668,0.0,359,358,268,32.27340024831315,16.478878898319593,40.85005147302026
669,0.0,358,82,360,33.09836206368658,21.45419576579925,47.9786439936876
670,0.0,361,459,460,25.979778255058562,4.030984425036465,39.33090418688721
671,0.0,359,459,380,31.003887276488413,8.255509783742685,46.30490044857649
672,0.0,362,360,82,45.29515634442993,21.870519641146878,53.72946899174121
673,0.0,516,15,360,33.47935923349951,30.335737991828594,47.32585823376678
674,0.0,44,374,382,49.08912836548927,2.618086846159425,57.86298739271598
675,0.0,460,268,363,39.660992848748606,11.597105137233477,33.48857335166963
676,0.0,370,224,228,32.575895284571175,27.53084117464448,85.61790489320424
677,0.0,268,357,363,45.331459800352945,15.923166531131537,30.315886257894753
678,0.0,492,490,146,26.018861301939978,105.9543923880592,185.35860998644603
679,0.0,351,362,365,37.604975545142906,27.886402890841055,61.31305235417648
680,0.0,372,357,4,31.283730796781583,26.008488055933647,26.53999249022108
681,0.0,371,224,370,38.529304693340464,22.32609135658649,83.75669344212997
682,0.0,366,188,368,52.36521251731983,42.792841632841174,62.80833680713704
683,0.0,351,365,366,30.992146005076734,32.95213831497579,62.7731630389947
684,0.0,362,82,379,27.893047178594998,18.11177986159872,56.17977667826699
685,0.0,375,371,233,41.000692084477066,15.008023210402172,76.21751360513196
686,0.0,188,462,368,42.15835997855129,47.6802028359744,62.115694540005734
687,0.0,185,463,462,41.08600369763781,56.63961550827008,59.97860769494369
688,0.0,362,379,381,27.37057566642943,17.228258507579113,61.124287059899075
689,0.0,370,229,233,53.681226876120604,25.91900178247827,75.50095892074134
690,0.0,229,370,228,38.45482349037627,30.47312041567139,80.61613583034486
691,0.0,19,469,383,33.531122208915264,1.7883265178088141,93.75000000000006
692,0.0,377,467,466,44.147288747027474,10.317684819384255,16.305818479117978
693,0.0,367,224,371,56.696311212728006,17.956922590302213,88.4143696283356
694,0.0,393,395,93,34.865509738862784,57.205421132292145,24.722014325295532
695,0.0,468,378,470,30.53845347308902,39.5627760945419,18.76142451800682
696,0.0,470,373,468,34.27884057331494,35.04879704891526,16.33599117638613
697,0.0,375,374,369,60.14505793371677,3.2077364231315606,70.88027291597626
698,0.0,375,381,382,43.699093735706924,10.69544656935947,67.18931390020096
699,0.0,375,233,381,36.23120397488765,14.302818709267818,70.78463078946515
700,0.0,369,383,384,50.807257262665246,2.7097203873421485,82.13451767883652
701,0.0,377,363,357,35.1014034280217,15.387333261429905,25.26230421496931
702,0.0,372,373,497,42.400955518288214,25.48854431505496,16.127981396237193
703,0.0,377,357,372,34.20505023133407,21.068006114457148,23.48641044729562
704,0.0,378,61,395,40.68232310046852,47.96895210149749,24.66589852622478
705,0.0,471,396,472,41.65730399954454,39.143443149128906,4.96688380388769
706,0.0,380,379,82,29.630950531894314,13.633938740482762,53.30046732243619
707,0.0,382,380,44,40.754348688141164,5.480115959909125,54.277835278649036
708,0.0,359,380,82,34.05809315122187,12.5751549784142,48.556443658453105
709,0.0,380,382,379,32.391864875786325,10.498880932554144,56.828578171942326
710,0.0,381,379,382,26.908333318708344,12.506475118872906,61.35978387751811
711,0.0,362,381,233,34.29973774441339,18.434952521001833,65.8651817819192
712,0.0,369,384,375,42.268007907468814,5.9174568104737055,78.01479059481267
713,0.0,375,382,374,56.43149805631347,5.825823269290991,66.2432603086923
714,0.0,367,371,384,52.86680722831761,12.796994482837174,86.77299238382997
715,0.0,384,383,469,35.05106084338709,4.498046905150963,88.38451767883652
716,0.0,88,386,274,49.55975329897427,81.78755035650732,2.6431868426119607
717,0.0,389,385,85,28.02332445278296,91.8982593914726,12.56901879974464
718,0.0,505,506,87,40.25183503367259,109.18821998146461,14.177518795336994
719,0.0,386,88,388,44.06341794293007,77.18889930547172,5.943621442795582
720,0.0,387,385,386,32.121340687273914,84.02350476178401,13.366684063644925
721,0.0,387,91,59,48.968174288873456,79.02903943766876,22.26604674120989
722,0.0,390,388,88,61.88314875344287,70.40134894896454,3.300434600183621
723,0.0,388,390,392,46.90744596392503,66.12980116295383,5.998849845156654
724,0.0,16,274,389,46.41277798679306,93.06634442386445,2.4753481592956312
725,0.0,393,391,275,31.540771161943894,62.118969726679325,17.30345417604609
726,0.0,392,391,388,35.49391233357858,67.47051905854708,10.978205328608148
727,0.0,91,388,391,36.05161081282404,71.32540017789091,14.916010244260988
728,0.0,394,390,89,46.65553796483741,55.44081547258358,2.4882953581246596
729,0.0,275,391,392,29.874814527345904,62.152619576540644,12.636045994945441
730,0.0,275,397,395,31.905972193912532,53.317585062189124,17.250913562370712
731,0.0,91,393,45,49.28468649647459,66.94480236412807,24.002043586699557
732,0.0,397,394,471,31.84439468671289,49.38941452184352,9.775953446463078
733,0.0,61,93,395,34.699994447712356,52.34395210149762,27.35619089922193
734,0.0,275,394,397,32.585528585031,53.49778176660858,12.383018021273493
735,0.0,45,393,93,34.573567532783045,61.11146903079461,27.36582342607369
736,0.0,472,364,498,30.645435518587277,28.635395571221146,5.150645272431722
737,0.0,468,92,378,35.238999701744035,39.00581028464972,24.15833603634017
738,0.0,471,394,89,30.556071555033526,49.74923102810993,4.839506049835158
739,0.0,372,468,373,28.381937814226205,30.660106268772097,19.19801142516158
740,0.0,107,398,108,41.06666666666706,111.35555555555533,54.39999999999989
741,0.0,399,398,34,28.266666666666424,107.35555555555584,61.06666666666695
742,0.0,398,399,297,31.73333333333312,110.46666666666658,63.73333333333346
743,0.0,34,43,399,40.0,101.66666666666674,63.33333333333337
744,0.0,345,400,27,24.79267724903002,107.54283869220785,75.98516365942783
745,0.0,263,355,401,37.452558457986925,119.75249696456149,79.99413852058353
746,0.0,403,401,77,34.1485978557057,126.75890785245156,75.43724336832224
747,0.0,403,405,408,35.89933793062846,126.29405699602981,66.84386023117068
748,0.0,77,267,515,39.87358513971412,132.59581713667262,86.25127002128812
749,0.0,452,454,448,45.848073896282585,145.4075079689735,49.079774360454394
750,0.0,77,515,406,46.625630793208984,134.15469685125458,79.86200948262137
751,0.0,455,456,402,32.27342078629226,137.83709740916083,61.121900564545285
752,0.0,482,427,481,37.42481582659184,145.16268803266223,97.61460186465894
753,0.0,434,436,438,53.26632956346384,174.93723629073293,81.92735294372596
754,0.0,410,405,298,38.20757647369419,126.05964533673512,54.099055942999485
755,0.0,108,398,408,42.631508624937396,116.85477266051339,59.91409214499072
756,0.0,77,406,403,36.19112531097835,132.27888117874727,75.64145160451471
757,0.0,406,404,484,31.896453850669786,143.8767676764851,76.52311882919435
758,0.0,447,449,486,46.47639913525836,160.31936176717045,76.48307269068619
759,0.0,103,64,446,49.5,158.83333333333326,37.99999999999994
760,0.0,403,408,401,31.05714348710535,124.57632037849942,70.78466884664817
761,0.0,108,408,405,44.819933348498125,121.8255291083596,60.8131480879901
762,0.0,101,49,62,32.221662969227964,135.00000000000048,25.09003230945106
763,0.0,296,49,409,52.5,130.08333333333348,34.0
764,0.0,106,410,105,28.26666666666688,118.73333333333295,44.355555555555384
765,0.0,405,410,108,45.14734518056139,122.0596453367346,54.98794483188817
766,0.0,412,411,304,35.94480767569803,180.67070965907578,183.66051975892333
767,0.0,473,152,148,47.888629650438816,175.0000000000009,194.89187950395353
768,0.0,474,304,473,35.80309736945492,185.5967706218753,191.62532667958658
769,0.0,158,157,412,48.69712017184793,179.93698608739123,174.52063130835904
770,0.0,473,416,474,35.80309736945128,186.88012865937253,195.70839230130878
771,0.0,474,2,413,50.685087636782555,197.2967953260404,193.13012865937344
772,0.0,421,422,55,28.446147434919112,195.4161701533585,152.8121319271504
773,0.0,412,414,158,40.247661957266246,186.0575756932417,173.20620377182013
774,0.0,417,147,69,44.74393405931551,145.59890239538026,186.9965713288202
775,0.0,414,156,415,53.73198224148837,197.1342942804522,170.23651394150465
776,0.0,156,414,475,39.50471826814828,194.4912649037824,176.91614453448983
777,0.0,417,418,309,34.57649783100533,135.02446042034512,188.3134391738845
778,0.0,73,309,418,32.07795667688879,130.43835971171825,184.55657505492354
779,0.0,73,476,419,38.28676197720779,121.18205787580655,183.7690001507426
780,0.0,491,490,477,25.785802779502774,110.6655871093883,194.61953997590535
781,0.0,423,421,55,23.38611211913667,196.2649181177767,148.02586981195782
782,0.0,321,335,328,48.29612464553429,197.42420668557043,129.33601037851577
783,0.0,422,421,306,25.21642203633928,190.96882654886872,154.26693194354584
784,0.0,424,423,328,34.8374748827373,195.37222871689346,138.95092198615407
785,0.0,158,422,306,52.063490533300865,188.12823465713655,160.2195141296047
786,0.0,55,422,415,40.46129202989869,197.84206442507275,156.8695954485229
787,0.0,420,421,423,30.39414872314228,191.46154361781646,146.7546360012111
788,0.0,335,424,328,52.3642039736751,194.10562301297477,132.8702656980048
