% American Institute of Steel Construction, 2017.  All values are inches raised to the appropriate power.
% Shape, D, B1(2), t3, t1(2), k, k1, T
W12X106	12.9	12.2	0.610	0.99	1.59	1.13	9.13
W12X96	12.7	12.2	0.550	0.9	1.50	1.13	9.13
W12X87	12.5	12.1	0.515	0.81	1.41	1.06	9.13
W12X79	12.4	12.1	0.470	0.735	1.33	1.06	9.13
W12X72	12.3	12.0	0.430	0.67	1.27	1.06	9.13
W12X65	12.1	12.0	0.390	0.605	1.20	1.00	9.13
W12X58	12.2	10.0	0.360	0.64	1.24	0.94	9.25
W12X53	12.1	10.0	0.345	0.575	1.18	0.94	9.25
W12X50	12.2	8.08	0.370	0.64	1.14	0.94	9.25
W12X45	12.1	8.05	0.335	0.575	1.08	0.94	9.25
W12X40	11.9	8.01	0.295	0.515	1.02	0.88	9.25
W12X35	12.5	6.56	0.300	0.52	0.820	0.75	10.13
W12X30	12.3	6.52	0.260	0.44	0.740	0.75	10.13
W12X26	12.2	6.49	0.230	0.38	0.680	0.75	10.13
W12X22	12.3	4.03	0.260	0.425	0.725	0.63	10.38
W12X19	12.2	4.01	0.235	0.35	0.650	0.56	10.38
W12X16	12.0	3.99	0.220	0.265	0.565	0.56	10.38
W12X14	11.9	3.97	0.200	0.225	0.525	0.56	10.38
W10X112	11.4	10.4	0.755	1.25	1.75	1.00	7.50
W10X100	11.1	10.3	0.680	1.12	1.62	1.00	7.50
W10X88	10.8	10.3	0.605	0.99	1.49	0.94	7.50
W10X77	10.6	10.2	0.530	0.87	1.37	0.88	7.50
W10X68	10.4	10.1	0.470	0.77	1.27	0.88	7.50
W10X60	10.2	10.1	0.420	0.68	1.18	0.81	7.50
W10X54	10.1	10.0	0.370	0.615	1.12	0.81	7.50
W10X49	10.0	10.0	0.340	0.56	1.06	0.81	7.50
W10X45	10.1	8.02	0.350	0.62	1.12	0.81	7.50
W10X39	9.92	7.99	0.315	0.53	1.03	0.81	7.50
W10X33	9.73	7.96	0.290	0.435	0.935	0.75	7.50
W10X30	10.5	5.81	0.300	0.51	0.810	0.69	8.25
W10X26	10.3	5.77	0.260	0.44	0.740	0.69	8.25
W10X22	10.2	5.75	0.240	0.36	0.660	0.63	8.25
W10X19	10.2	4.02	0.250	0.395	0.695	0.63	8.38
W10X17	10.1	4.01	0.240	0.33	0.630	0.56	8.38
W10X15	9.99	4.00	0.230	0.27	0.570	0.56	8.38
W10X12	9.87	3.96	0.190	0.21	0.510	0.56	8.38
W8X67	9.00	8.28	0.570	0.935	1.33	0.94	5.75
W8X58	8.75	8.22	0.510	0.81	1.20	0.88	5.75
W8X48	8.50	8.11	0.400	0.685	1.08	0.81	5.75
W8X40	8.25	8.07	0.360	0.56	0.954	0.81	5.75
W8X35	8.12	8.02	0.310	0.495	0.889	0.81	5.75
W8X31	8.00	8.00	0.285	0.435	0.829	0.75	5.75
W8X28	8.06	6.54	0.285	0.465	0.859	0.63	6.13
W8X24	7.93	6.50	0.245	0.4	0.794	0.56	6.13
W8X21	8.28	5.27	0.250	0.4	0.700	0.56	6.50
W8X18	8.14	5.25	0.230	0.33	0.630	0.56	6.50
W8X15	8.11	4.02	0.245	0.315	0.615	0.56	6.50
W8X13	7.99	4.00	0.230	0.255	0.555	0.56	6.50
W8X10	7.89	3.94	0.170	0.205	0.505	0.50	6.50
W6X25	6.38	6.08	0.320	0.455	0.705	0.56	4.50
W6X20	6.20	6.02	0.260	0.365	0.615	0.56	4.50
W6X15	5.99	5.99	0.230	0.26	0.510	0.56	4.50
W6X16	6.28	4.03	0.260	0.405	0.655	0.56	4.50
W6X12	6.03	4.00	0.230	0.28	0.530	0.56	4.50
W6X9	5.90	3.94	0.170	0.215	0.465	0.50	4.50
W6X8.5	5.83	3.94	0.170	0.195	0.445	0.50	4.50
W5X19	5.15	5.03	0.270	0.43	0.730	0.44	3.50
W5X16	5.01	5.00	0.240	0.36	0.660	0.44	3.50
W4X13	4.16	4.06	0.280	0.345	0.595	0.50	2.63
M12.5X12.4	12.5	3.75	0.155	0.228	0.563	0.38	11.38
M12.5X11.6	12.5	3.50	0.155	0.211	0.563	0.38	11.38
M12X11.8	12.0	3.07	0.177	0.225	0.563	0.38	10.88
M12X10.8	12.0	3.07	0.160	0.21	0.563	0.38	10.88
M12X10	12.0	3.25	0.149	0.18	0.500	0.38	11
M10X9	10.0	2.69	0.157	0.206	0.563	0.38	8.88
M10X8	9.95	2.69	0.141	0.182	0.563	0.38	8.88
M10X7.5	9.99	2.69	0.130	0.173	0.438	0.31	9.13
M8X6.5	8.00	2.28	0.135	0.189	0.563	0.38	6.88
M8X6.2	8.00	2.28	0.129	0.177	0.438	0.25	7.13
M6X4.4	6.00	1.84	0.114	0.171	0.375	0.25	5.25
M6X3.7	5.92	2.00	0.0980	0.129	0.313	0.25	5.25
M5X18.9	5.00	5.00	0.316	0.416	0.813	0.50	3.38
M4X6	3.80	3.80	0.130	0.160	0.5	0.380	2.75
M4X4.08	4.00	2.25	0.115	0.17	0.563	0.38	2.88
M4X3.45	4.00	2.25	0.0920	0.130	0.5	0.38	3
M4X3.2	4.00	2.25	0.0920	0.130	0.5	0.38	3
M3X2.9	3.00	2.25	0.0900	0.130	0.5	0.38	2
HP18X204	18.3	18.1	1.13	1.13	2.313	1.75	13.50
HP18X181	18.0	18.0	1.00	1	2.188	1.69	13.50
HP18X157	17.7	17.9	0.870	0.87	2.063	1.63	13.50
HP18X135	17.5	17.8	0.750	0.75	1.938	1.56	13.50
HP16X183	16.5	16.3	1.13	1.13	2.313	1.75	11.75
HP16X162	16.3	16.1	1.00	1	2.188	1.69	11.75
HP16X141	16.0	16.0	0.875	0.875	2.063	1.63	11.75
HP16X121	15.8	15.9	0.750	0.75	1.938	1.56	11.75
HP16X101	15.5	15.8	0.625	0.625	1.813	1.50	11.75
HP16X88	15.3	15.7	0.540	0.54	1.750	1.44	11.75
HP14X117	14.2	14.9	0.805	0.805	2.063	1.63	11.25
HP14X102	14.0	14.8	0.705	0.705	1.938	1.56	11.25
HP14X89	13.8	14.7	0.615	0.615	1.875	1.50	11.25
HP14X73	13.6	14.6	0.505	0.505	1.750	1.44	11.25
HP12X89	12.4	12.3	0.720	0.72	1.625	1.19	9.50
HP12X84	12.3	12.3	0.685	0.685	1.563	1.19	9.50
HP12X74	12.1	12.2	0.605	0.61	1.500	1.13	9.50
HP12X63	11.9	12.1	0.515	0.515	1.438	1.06	9.50
HP12X53	11.8	12.0	0.435	0.435	1.313	1.06	9.50
HP10X57	9.99	10.2	0.565	0.565	1.250	0.94	7.50
HP10X42	9.70	10.1	0.415	0.42	1.125	0.81	7.50
HP8X36	8.02	8.16	0.445	0.445	1.125	0.88	5.75
