% American Institute of Steel Construction, 2017.  All values are in SI units raised to the appropriate power.
% Shape, D, B1(2), t3, t1(2), k, k1, T
W610X101	601.98	227.838	10.541	14.859	27.686	36.576	508
W610X92	601.98	178.816	10.922	14.986	27.686	26.924	527.05
W610X82	599.44	178.054	10.033	12.827	25.654	25.4	527.05
W530X409	612.14	327.66	30.988	55.626	85.598	45.974	438.15
W530X369	601.98	325.12	27.94	50.546	80.518	44.45	438.15
W530X332	594.36	322.58	25.4	45.466	75.438	42.926	438.15
W530X300	584.2	320.04	23.114	41.402	54.102	42.926	438.15
W530X272	576.58	317.5	21.082	37.592	50.292	41.402	438.15
W530X248	571.5	314.96	19.05	34.544	47.244	39.624	438.15
W530X219	561.34	317.5	18.288	29.21	41.91	39.624	438.15
W530X196	553.72	314.96	16.51	26.416	39.116	39.624	438.15
W530X182	551.18	314.96	15.24	24.384	37.084	38.1	438.15
W530X165	546.1	312.42	13.97	22.225	35.052	38.1	438.15
W530X150	543.56	312.42	12.7	20.32	33.02	36.576	438.15
W530X138	548.64	213.868	14.732	23.622	36.322	23.876	466.852
W530X123	543.56	212.344	13.081	21.209	34.036	22.352	466.852
W530X109	538.48	210.82	11.557	18.796	31.496	22.352	466.852
W530X101	535.94	210.058	10.922	17.399	30.226	22.352	466.852
W530X92	533.4	209.296	10.16	15.621	28.448	20.574	466.852
W530X82	528.32	208.788	9.525	13.2588	25.908	20.574	466.852
W530X72	523.24	206.756	8.89	10.922	23.622	20.574	466.852
W530X85	535.94	166.624	10.287	16.51	29.21	20.574	466.852
W530X74	528.32	165.862	9.652	13.589	26.416	20.574	466.852
W530X66	525.78	165.1	8.89	11.43	24.13	20.574	466.852
W460X464	566.42	304.8	38.608	69.596	82.296	39.624	384.302
W460X421	556.26	302.26	35.56	63.5	76.2	38.1	384.302
W460X384	546.1	299.72	32.512	58.42	68.58	36.576	384.302
W460X349	535.94	297.18	29.464	53.594	63.754	35.052	384.302
W460X315	525.78	294.64	26.924	48.514	58.674	35.052	384.302
W460X286	518.16	292.1	24.384	44.45	54.61	33.274	384.302
W460X260	508	289.56	22.606	40.386	50.546	31.75	384.302
W460X235	500.38	287.02	20.574	36.576	46.736	31.75	384.302
W460X213	495.3	284.48	18.542	33.528	43.688	30.226	384.302
W460X193	490.22	284.48	17.018	30.48	40.64	30.226	384.302
W460X177	482.6	287.02	16.637	26.924	37.084	30.226	384.302
W460X158	474.98	284.48	14.986	23.876	34.036	28.702	384.302
W460X144	472.44	281.94	13.589	22.098	32.258	28.702	384.302
W460X128	467.36	281.94	12.192	19.558	29.718	26.924	384.302
W460X113	462.28	279.4	10.795	17.272	27.432	26.924	384.302
W460X106	469.9	194.056	12.573	20.574	30.734	22.352	393.7
W460X97	467.36	192.786	11.43	19.05	29.21	22.352	393.7
W460X89	462.28	192.024	10.541	17.653	27.94	20.574	393.7
W460X82	459.74	191.262	9.906	16.002	26.162	20.574	393.7
W460X74	457.2	190.5	9.017	14.478	24.6888	20.574	393.7
W460X68	459.74	153.924	9.144	15.367	25.654	20.574	393.7
W460X60	454.66	152.908	8.001	13.335	23.5458	20.574	393.7
W460X52	449.58	152.4	7.62	10.795	21.0058	19.05	393.7
W410X149	431.8	264.16	14.859	25.019	35.306	28.702	336.55
W410X132	426.72	264.16	13.335	22.225	32.512	26.924	336.55
W410X114	419.1	261.62	11.557	19.304	29.464	26.924	336.55
W410X100	414.02	259.08	10.033	16.891	27.178	25.4	336.55
W410X85	416.56	180.848	10.922	18.161	28.448	22.352	346.202
W410X75	414.02	179.578	9.652	16.002	26.162	20.574	346.202
W410X67	408.94	178.816	8.763	14.351	24.5618	20.574	346.202
W410X60	406.4	177.8	7.747	12.827	23.0378	20.574	346.202
W410X53	403.86	177.546	7.493	10.922	21.1328	19.05	346.202
W410X46.1	403.86	140.462	6.985	11.176	21.3868	19.05	346.202
W410X38.8	398.78	139.7	6.35	8.763	18.9738	19.05	346.202
W360X1299	599.44	477.52	100.076	139.954	154.94	65.024	285.75
W360X1202	579.12	472.44	94.996	130.048	145.034	63.5	285.75
W360X1086	568.96	454.66	77.978	124.714	139.954	69.85	254
W360X990	548.64	449.58	71.882	114.808	130.048	66.802	254
W360X900	530.86	441.96	66.04	105.664	120.904	63.5	254
W360X818	513.08	436.88	60.452	97.028	112.268	60.452	254
W360X744	497.84	431.8	55.626	88.9	104.14	58.674	254
W360X677	482.6	426.72	51.308	81.534	96.774	57.15	254
W360X634	474.98	424.18	47.752	77.216	92.202	54.102	254
W360X592	464.82	421.64	44.958	72.39	87.376	54.102	254
W360X551	454.66	419.1	42.164	67.564	82.804	52.324	254
W360X509	444.5	416.56	39.116	62.738	77.978	50.8	254
W360X463	434.34	411.48	35.814	57.404	72.644	49.276	254
W360X421	424.18	408.94	32.766	52.578	67.818	47.752	254
W360X382	416.56	406.4	29.972	48.006	63.246	45.974	254
W360X347	406.4	403.86	27.178	43.688	58.928	44.45	254
W360X314	398.78	401.32	24.892	39.624	54.864	42.926	254
W360X287	393.7	398.78	22.606	36.576	51.816	42.926	254
W360X262	386.08	398.78	21.082	33.274	48.514	41.402	254
