% American Institute of Steel Construction, 2017.  All values are inches raised to the appropriate power.
% Shape, tf(tw), B, D, k
HSS8X4X3/8	0.349	4.0	7.992	0.524
HSS8X4X5/16	0.291	3.987	8.002	0.436
HSS8X4X1/4	0.233	4.008	7.992	0.35
HSS8X4X3/16	0.174	4.002	8.004	0.261
HSS8X4X1/8	0.116	4.002	8.004	0.174
HSS8X3X1/2	0.465	2.999	7.998	0.698
HSS8X3X3/8	0.349	3.001	7.992	0.524
HSS8X3X5/16	0.291	3.0	8.002	0.436
HSS8X3X1/4	0.233	3.001	7.992	0.35
HSS8X3X3/16	0.174	2.993	8.004	0.261
HSS8X3X1/8	0.116	3.004	8.004	0.174
HSS8X2X3/8	0.349	2.0	7.992	0.524
HSS8X2X5/16	0.291	1.999	8.002	0.436
HSS8X2X1/4	0.233	1.999	7.992	0.35
HSS8X2X3/16	0.174	1.999	8.004	0.261
HSS8X2X1/8	0.116	1.995	8.004	0.174
HSS7X5X1/2	0.465	4.999	7.022	0.698
HSS7X5X3/8	0.349	4.991	7.015	0.524
HSS7X5X5/16	0.291	5.005	7.013	0.436
HSS7X5X1/4	0.233	5.01	6.99	0.35
HSS7X5X3/16	0.174	4.994	6.995	0.261
HSS7X5X1/8	0.116	5.0	6.995	0.174
HSS7X4X1/2	0.465	3.999	7.022	0.698
HSS7X4X3/8	0.349	4.0	7.015	0.524
HSS7X4X5/16	0.291	3.987	7.013	0.436
HSS7X4X1/4	0.233	4.008	6.99	0.35
HSS7X4X3/16	0.174	4.002	6.995	0.261
HSS7X4X1/8	0.116	4.002	6.995	0.174
HSS7X3X1/2	0.465	2.999	7.022	0.698
HSS7X3X3/8	0.349	3.001	7.015	0.524
HSS7X3X5/16	0.291	3.0	7.013	0.436
HSS7X3X1/4	0.233	3.001	6.99	0.35
HSS7X3X3/16	0.174	2.993	6.995	0.261
HSS7X3X1/8	0.116	3.004	6.995	0.174
HSS7X2X1/4	0.233	1.999	6.99	0.35
HSS7X2X3/16	0.174	1.999	6.995	0.261
HSS7X2X1/8	0.116	1.995	6.995	0.174
HSS6X5X1/2	0.465	4.999	5.998	0.698
