% American Institute of Steel Construction, 2017.  All values are inches raised to the appropriate power.
% Shape, D, B, t2, t1, k
WT180X29	179.07	171.958	7.874	13.081	23.241
WT180X25.5	177.546	171.45	7.239	11.557	21.717
WT180X22.3	175.768	170.942	6.858	9.779	19.939
WT180X19.5	176.784	127.762	6.477	10.668	20.828
WT180X16.45	174.498	127.0	5.842	8.509	18.669
WT155X250	213.614	340.36	45.212	75.184	90.17
WT155X227	207.264	335.28	41.402	68.834	83.82
WT155X207.5	201.422	332.74	38.862	62.738	77.978
WT155X187.5	195.834	330.2	35.56	57.15	72.39
WT155X171	191.262	327.66	32.766	52.578	67.818
WT155X156.5	186.944	325.12	29.972	48.26	63.5
WT155X141.5	182.626	322.58	26.924	44.196	59.182
WT155X126.5	178.308	320.04	24.384	39.624	54.864
WT155X113	174.244	317.5	22.098	35.56	50.8
WT155X101	170.434	314.96	20.066	31.75	46.99
WT155X89.5	166.624	312.42	18.034	28.194	43.18
WT155X79	163.83	309.88	15.494	25.146	40.386
WT155X71.5	161.544	309.88	13.97	22.86	38.1
WT155X64.5	159.258	307.34	13.081	20.574	35.814
WT155X58.5	157.226	307.34	11.938	18.669	33.782
WT155X53.5	155.702	304.8	10.922	17.018	32.258
WT155X48.5	153.924	304.8	9.906	15.367	30.48
WT155X43	154.94	254.0	9.144	16.256	31.496
WT155X39.5	153.162	254.0	8.763	14.605	29.972
WT155X37	154.94	205.232	9.398	16.256	28.956
WT155X33.5	153.162	204.47	8.509	14.605	27.432
WT155X30	151.638	203.454	7.493	13.081	25.908
WT155X26	158.75	166.624	7.62	13.208	20.828
WT155X22.25	156.718	165.608	6.604	11.176	18.796
WT155X19.35	155.194	164.846	5.842	9.652	17.272
WT155X16.35	156.464	102.362	6.604	10.795	18.415
WT155X14.15	154.432	101.854	5.969	8.89	16.51
WT155X11.9	152.4	101.346	5.588	6.731	14.351
WT155X10.5	151.384	100.838	5.08	5.715	13.335
WT125X83.5	144.272	264.16	19.177	31.75	44.45
WT125X74.5	140.97	261.62	17.272	28.448	41.148
WT125X65.5	137.668	261.62	15.367	25.146	37.846
WT125X57.5	134.62	259.08	13.462	22.098	34.798
WT125X50.5	132.08	256.54	11.938	19.558	32.258
WT125X44.5	129.794	256.54	10.668	17.272	29.972
WT125X40	128.27	254.0	9.398	15.621	28.448
WT125X36.5	126.746	254.0	8.636	14.224	26.924
WT125X33.5	128.27	203.708	8.89	15.748	28.448
WT125X29	125.984	202.946	8.001	13.462	26.162
WT125X24.55	123.698	202.184	7.366	11.049	23.749
WT125X22.4	133.096	147.574	7.62	12.954	20.574
WT125X19.25	131.318	146.558	6.604	11.176	18.796
WT125X16.35	129.286	146.05	6.096	9.144	16.764
WT125X14.2	130.048	102.108	6.35	10.033	17.653
WT125X12.65	128.524	101.854	6.096	8.382	16.002
WT125X11.15	127.0	101.6	5.842	6.858	14.478
WT125X8.95	125.476	100.584	4.826	5.334	12.954
WT100X50	114.3	210.312	14.478	23.749	33.782
WT100X43	111.252	208.788	12.954	20.574	30.48
WT100X35.5	107.95	205.994	10.16	17.399	27.432
WT100X29.5	104.902	204.978	9.144	14.224	24.232
WT100X26	103.124	203.708	7.874	12.573	22.581
WT100X23.05	101.6	203.2	7.239	11.049	21.057
WT100X20.85	102.362	166.116	7.239	11.811	21.819
WT100X17.95	100.838	165.1	6.223	10.16	20.168
WT100X15.65	105.156	133.858	6.35	10.16	17.78
WT100X13.3	103.378	133.35	5.842	8.382	16.002
WT100X11.25	103.124	102.108	6.223	8.001	15.621
WT100X9.65	101.6	101.6	5.842	6.477	14.097
WT100X7.5	100.33	100.076	4.318	5.207	12.827
WT75X18.55	81.026	154.432	8.128	11.557	17.907
WT75X14.9	78.74	152.908	6.604	9.271	15.621
WT75X11.25	76.2	152.146	5.842	6.604	12.954
WT75X12	79.756	102.362	6.604	10.287	16.637
WT75X9	76.708	101.6	5.842	7.112	13.462
WT75X6.75	74.93	100.076	4.318	5.461	11.811
WT75X6.5	74.168	100.076	4.318	4.953	11.303
WT65X14.05	65.532	127.762	6.858	10.922	18.542
WT65X11.9	63.754	127.0	6.096	9.144	16.764
WT50X9.65	52.832	103.124	7.112	8.763	15.113
MT159X9.25	159.258	95.25	3.937	5.791	14.3
MT159X8.65	158.75	88.9	3.937	5.359	14.3
MT155X8.8	152.4	77.978	4.496	5.715	14.3
MT155X8.05	152.146	77.978	4.064	5.334	14.3
MT155X7.45	152.146	82.55	3.785	4.572	12.7
MT125X6.7	127.0	68.326	3.988	5.232	14.3
MT125X5.95	126.492	68.326	3.581	4.623	14.3
MT125X5.6	127.0	68.326	3.302	4.394	11.125
MT100X4.85	101.6	57.912	3.429	4.801	14.3
MT100X4.6	101.6	57.912	3.277	4.496	11.125
MT75X3.3	76.2	46.736	2.896	4.343	9.525
MT75X2.75	75.184	50.8	2.489	3.277	7.95
MT65X14.05	63.5	127.0	8.026	10.566	20.65
MT50X4.45	48.26	96.52	3.302	4.064	12.7
ST305X90	312.42	204.47	27.686	20.32	50.8
ST305X79	312.42	199.898	27.686	15.748	50.8
ST305X74.5	304.8	184.15	22.098	18.923	44.45
ST305X67	304.8	181.102	22.098	15.875	44.45
ST305X59.5	304.8	177.8	22.098	12.7	44.45
ST255X71.5	259.08	182.88	23.368	20.32	44.45
ST255X64	259.08	179.324	23.368	16.764	44.45
ST255X56	254.0	162.306	20.193	16.129	41.275
ST255X49	254.0	159.004	20.193	12.827	41.275
ST230X52	228.6	158.75	17.551	18.059	38.1
ST230X40.7	228.6	152.4	17.551	11.709	38.1
ST190X37	190.5	143.256	15.799	13.97	34.925
ST190X32	190.5	139.7	15.799	10.439	34.925
ST155X37	152.4	139.192	16.739	17.45	36.525
ST155X30.35	152.4	133.35	16.739	11.735	36.525
ST155X26	152.4	129.032	13.818	10.871	30.175
ST155X23.65	152.4	127.0	13.818	8.89	30.175
ST125X26	127.0	125.476	12.471	15.088	28.575
ST125X18.9	127.0	118.364	12.471	7.899	28.575
ST100X17	101.6	105.918	10.795	11.201	25.4
ST100X13.7	101.6	101.6	10.795	6.883	25.4
ST75X12.85	76.2	90.678	9.119	11.811	20.65
ST75X9.3	76.2	84.582	9.119	5.893	20.65
ST65X7.5	63.5	76.2	8.28	5.436	19.05
ST50X7.05	50.8	71.12	7.442	8.28	19.05
ST50X5.75	50.8	67.564	7.442	4.902	19.05
ST37.5X5.6	38.1	63.754	6.604	8.865	15.875
ST37.5X4.25	38.1	59.182	6.604	4.318	15.875
